1257
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
19	1
18	1
17	1
16	1
15	1
14	1
13	1
12	1
11	1
10	1
19	2
9	1
18	2
17	2
8	1
16	2
15	2
7	1
14	2
13	2
19	3
6	1
12	2
18	3
17	3
11	2
16	3
5	1
10	2
15	3
19	4
14	3
9	2
18	4
13	3
17	4
4	1
8	2
12	3
16	4
19	5
15	4
11	3
18	5
7	2
14	4
17	5
10	3
13	4
16	5
19	6
3	1
6	2
9	3
12	4
15	5
18	6
17	6
14	5
11	4
8	3
16	6
13	5
18	7
5	2
10	4
15	6
17	7
12	5
7	3
14	6
16	7
9	4
18	8
11	5
13	6
15	7
17	8
2	1
4	2
6	3
8	4
10	5
12	6
14	7
16	8
17	9
15	8
13	7
11	6
9	5
16	9
7	4
14	8
12	7
17	10
5	3
10	6
15	9
13	8
8	5
16	10
11	7
14	9
3	2
6	4
9	6
12	8
15	10
16	11
13	9
10	7
7	5
14	10
11	8
15	11
4	3
8	6
12	9
16	12
13	10
9	7
14	11
5	4
10	8
15	12
11	9
6	5
12	10
13	11
7	6
14	12
15	13
8	7
9	8
10	9
11	10
12	11
13	12
14	13
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
13	14
12	13
11	12
10	11
9	10
8	9
7	8
13	15
6	7
12	14
11	13
5	6
10	12
9	11
4	5
8	10
12	15
11	14
7	9
10	13
3	4
6	8
9	12
12	16
11	15
8	11
5	7
10	14
7	10
9	13
11	16
2	3
4	6
6	9
8	12
10	15
9	14
7	11
5	8
10	16
8	13
3	5
6	10
9	15
10	17
7	12
4	7
8	14
9	16
5	9
6	11
7	13
8	15
9	17
1	2
2	4
3	6
4	8
5	10
6	12
7	14
8	16
8	17
7	15
6	13
5	11
4	9
8	18
7	16
3	7
6	14
5	12
7	17
2	5
4	10
6	15
7	18
5	13
3	8
6	16
4	11
5	14
6	17
1	3
2	6
3	9
4	12
5	15
6	18
6	19
5	16
4	13
3	10
5	17
2	7
4	14
5	18
3	11
4	15
5	19
1	4
2	8
3	12
4	16
4	17
3	13
2	9
4	18
3	14
4	19
1	5
2	10
3	15
3	16
2	11
3	17
1	6
2	12
3	18
3	19
2	13
1	7
2	14
2	15
1	8
2	16
2	17
1	9
2	18
2	19
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	14
0	15
0	16
0	17
0	18
0	19
0	20
-1	19
-1	18
-1	17
-1	16
-1	15
-1	14
-1	13
-1	12
-1	11
-1	10
-2	19
-1	9
-2	18
-2	17
-1	8
-2	16
-2	15
-1	7
-2	14
-2	13
-3	19
-1	6
-2	12
-3	18
-3	17
-2	11
-3	16
-1	5
-2	10
-3	15
-4	19
-3	14
-2	9
-4	18
-3	13
-4	17
-1	4
-2	8
-3	12
-4	16
-5	19
-4	15
-3	11
-5	18
-2	7
-4	14
-5	17
-3	10
-4	13
-5	16
-6	19
-1	3
-2	6
-3	9
-4	12
-5	15
-6	18
-6	17
-5	14
-4	11
-3	8
-6	16
-5	13
-7	18
-2	5
-4	10
-6	15
-7	17
-5	12
-3	7
-6	14
-7	16
-4	9
-8	18
-5	11
-6	13
-7	15
-8	17
-1	2
-2	4
-3	6
-4	8
-5	10
-6	12
-7	14
-8	16
-9	17
-8	15
-7	13
-6	11
-5	9
-9	16
-4	7
-8	14
-7	12
-10	17
-3	5
-6	10
-9	15
-8	13
-5	8
-10	16
-7	11
-9	14
-2	3
-4	6
-6	9
-8	12
-10	15
-11	16
-9	13
-7	10
-5	7
-10	14
-8	11
-11	15
-3	4
-6	8
-9	12
-12	16
-10	13
-7	9
-11	14
-4	5
-8	10
-12	15
-9	11
-5	6
-10	12
-11	13
-6	7
-12	14
-13	15
-7	8
-8	9
-9	10
-10	11
-11	12
-12	13
-13	14
-1	1
-2	2
-3	3
-4	4
-5	5
-6	6
-7	7
-8	8
-9	9
-10	10
-11	11
-12	12
-13	13
-14	14
-14	13
-13	12
-12	11
-11	10
